#  step      rmse_trn    rmse_e_trn    rmse_f_trn    rmse_v_trn         lr
 484000      4.49e+00      3.58e-03      4.48e-02      1.01e-02    1.9e-04
 486000      5.75e+00      1.48e-03      5.73e-02      1.63e-02    1.9e-04
 488000      5.19e+00      4.48e-03      5.18e-02      7.81e-03    1.9e-04
 490000      2.46e+00      1.63e-03      2.44e-02      1.40e-02    1.9e-04
 492000      5.06e+00      6.36e-03      5.05e-02      1.06e-02    1.9e-04
 494000      7.33e+00      1.53e-03      7.33e-02      7.16e-03    1.8e-04
 496000      5.46e+00      8.17e-03      5.44e-02      1.65e-02    1.8e-04
 498000      3.04e+00      2.55e-03      3.03e-02      9.21e-03    1.8e-04
 500000      4.87e+00      1.06e-02      4.87e-02      5.60e-03    1.8e-04
 502000      5.72e+00      2.96e-03      5.69e-02      1.59e-02    1.8e-04
 504000      3.73e+00      2.93e-03      3.72e-02      5.71e-03    1.8e-04
 506000      3.52e+00      8.40e-03      3.52e-02      9.89e-03    1.8e-04
 508000      6.71e+00      9.91e-04      6.68e-02      1.82e-02    1.8e-04
 510000      6.09e+00      6.20e-04      6.08e-02      7.17e-03    1.7e-04
 512000      6.17e+00      9.77e-03      6.16e-02      5.89e-03    1.7e-04
 514000      6.05e+00      2.02e-03      6.04e-02      1.05e-02    1.7e-04
 516000      4.57e+00      5.59e-03      4.56e-02      1.34e-02    1.7e-04
 518000      6.25e+00      2.97e-03      6.25e-02      7.50e-03    1.7e-04
 520000      3.85e+00      3.48e-03      3.85e-02      2.27e-02    1.7e-04
 522000      1.60e+00      4.00e-03      1.60e-02      1.19e-02    1.7e-04
 524000      5.87e+00      5.99e-03      5.86e-02      1.18e-02    1.7e-04
 526000      6.45e+00      5.33e-03      6.45e-02      3.73e-03    1.7e-04
 528000      2.69e+00      6.48e-03      2.68e-02      5.39e-03    1.6e-04
 530000      5.04e+00      6.63e-04      5.03e-02      1.14e-02    1.6e-04
 532000      5.13e+00      3.08e-03      5.13e-02      5.26e-03    1.6e-04
 534000      1.98e+00      3.60e-03      1.95e-02      1.17e-02    1.6e-04
 536000      6.27e+00      5.57e-03      6.26e-02      6.89e-03    1.6e-04
 538000      5.72e+00      1.73e-03      5.70e-02      1.72e-02    1.6e-04
 540000      2.05e+00      2.42e-03      2.05e-02      1.68e-02    1.6e-04
 542000      5.21e+00      1.29e-03      5.21e-02      9.79e-03    1.6e-04
 544000      5.81e+00      3.28e-03      5.81e-02      8.27e-03    1.6e-04
 546000      2.40e+00      3.93e-03      2.38e-02      1.19e-02    1.5e-04
 548000      7.07e+00      3.93e-03      7.07e-02      5.94e-03    1.5e-04
 550000      6.15e+00      7.28e-03      6.14e-02      1.74e-02    1.5e-04
 552000      6.12e+00      2.17e-03      6.11e-02      9.04e-03    1.5e-04
 554000      6.13e+00      3.27e-03      6.12e-02      8.57e-03    1.5e-04
 556000      3.84e+00      3.14e-03      3.84e-02      7.38e-03    1.5e-04
 558000      2.95e+00      4.52e-04      2.93e-02      1.38e-02    1.5e-04
 560000      2.67e+00      6.72e-04      2.66e-02      7.12e-03    1.5e-04
 562000      6.66e+00      1.47e-03      6.65e-02      8.27e-03    1.5e-04
 564000      4.78e+00      6.87e-04      4.78e-02      5.66e-03    1.5e-04
 566000      3.35e+00      5.58e-04      3.35e-02      8.79e-03    1.4e-04
 568000      5.24e+00      3.18e-03      5.23e-02      8.68e-03    1.4e-04
 570000      5.35e+00      1.34e-03      5.34e-02      6.29e-03    1.4e-04
 572000      5.04e+00      1.10e-03      5.03e-02      9.79e-03    1.4e-04
 574000      4.44e+00      7.42e-03      4.43e-02      1.05e-02    1.4e-04
 576000      4.43e+00      1.32e-02      4.42e-02      7.38e-03    1.4e-04
 578000      4.26e+00      2.19e-03      4.25e-02      1.16e-02    1.4e-04
 580000      1.57e+00      1.18e-03      1.56e-02      5.95e-03    1.4e-04
 582000      5.21e+00      6.15e-03      5.20e-02      1.14e-02    1.4e-04
 584000      5.55e+00      1.73e-04      5.55e-02      8.09e-03    1.4e-04
 586000      5.17e+00      5.25e-03      5.15e-02      1.79e-02    1.3e-04
 588000      2.69e+00      1.03e-03      2.68e-02      1.28e-02    1.3e-04
 590000      4.47e+00      3.53e-03      4.44e-02      1.65e-02    1.3e-04
 592000      6.44e+00      2.49e-03      6.44e-02      7.25e-03    1.3e-04
 594000      5.57e+00      1.33e-03      5.56e-02      9.83e-03    1.3e-04
 596000      2.84e+00      5.67e-03      2.79e-02      1.85e-02    1.3e-04
 598000      4.81e+00      1.88e-04      4.80e-02      1.00e-02    1.3e-04
 600000      4.73e+00      6.17e-03      4.72e-02      1.14e-02    1.3e-04
 602000      3.91e+00      4.61e-03      3.91e-02      6.80e-03    1.3e-04
 604000      6.48e+00      2.22e-03      6.47e-02      1.64e-02    1.3e-04
 606000      5.49e+00      4.22e-04      5.48e-02      1.15e-02    1.3e-04
 608000      5.50e+00      2.58e-03      5.50e-02      5.42e-03    1.3e-04
 610000      2.75e+00      3.21e-03      2.73e-02      1.31e-02    1.2e-04
 612000      4.36e+00      2.41e-03      4.35e-02      1.22e-02    1.2e-04
 614000      1.64e+00      4.61e-03      1.64e-02      1.62e-02    1.2e-04
 616000      4.13e+00      1.49e-03      4.12e-02      6.19e-03    1.2e-04
 618000      3.50e+00      3.40e-03      3.50e-02      3.34e-03    1.2e-04
 620000      6.82e+00      7.27e-03      6.82e-02      6.63e-03    1.2e-04
 622000      2.51e+00      1.72e-03      2.51e-02      1.03e-02    1.2e-04
 624000      5.79e+00      4.13e-03      5.78e-02      8.05e-03    1.2e-04
 626000      1.85e+00      3.64e-03      1.78e-02      1.83e-02    1.2e-04
 628000      4.64e+00      1.03e-03      4.63e-02      1.20e-02    1.2e-04
 630000      4.63e+00      5.50e-03      4.61e-02      1.37e-02    1.2e-04
 632000      5.79e+00      2.98e-03      5.79e-02      7.35e-03    1.2e-04
 634000      8.38e-01      2.05e-03      7.33e-03      1.43e-02    1.1e-04
 636000      1.89e+00      4.99e-03      1.88e-02      1.28e-02    1.1e-04
 638000      5.34e+00      3.33e-03      5.31e-02      1.45e-02    1.1e-04
 640000      5.42e+00      9.90e-04      5.42e-02      6.36e-03    1.1e-04
 642000      5.98e+00      6.37e-03      5.97e-02      9.67e-03    1.1e-04
 644000      6.19e+00      1.27e-03      6.18e-02      6.17e-03    1.1e-04
 646000      5.37e+00      4.40e-03      5.37e-02      4.44e-03    1.1e-04
 648000      5.29e+00      2.45e-04      5.29e-02      6.53e-03    1.1e-04
 650000      4.02e+00      9.49e-03      4.01e-02      9.06e-03    1.1e-04
 652000      5.98e+00      1.24e-03      5.98e-02      5.57e-03    1.1e-04
 654000      5.87e+00      3.89e-03      5.85e-02      1.31e-02    1.1e-04
 656000      2.67e+00      1.66e-03      2.66e-02      7.82e-03    1.1e-04
 658000      2.95e+00      1.09e-03      2.95e-02      7.32e-03    1.1e-04
 660000      5.07e+00      4.08e-03      5.06e-02      5.50e-03    1.0e-04
 662000      6.99e+00      1.68e-03      6.98e-02      1.08e-02    1.0e-04
 664000      3.53e+00      2.67e-03      3.52e-02      1.00e-02    1.0e-04
 666000      5.00e+00      3.17e-03      5.00e-02      3.38e-03    1.0e-04
 668000      6.38e+00      5.77e-03      6.37e-02      1.12e-02    1.0e-04
 670000      1.79e+00      3.22e-03      1.78e-02      6.02e-03    1.0e-04
 672000      4.24e+00      1.86e-04      4.24e-02      7.38e-03    1.0e-04
 674000      6.64e+00      3.83e-03      6.63e-02      8.80e-03    1.0e-04
 676000      4.88e+00      8.09e-03      4.88e-02      4.13e-03    9.9e-05
 678000      5.75e+00      4.87e-03      5.74e-02      5.92e-03    9.8e-05
 680000      8.55e-01      5.31e-03      8.53e-03      2.67e-03    9.8e-05
 682000      5.25e+00      1.70e-03      5.25e-02      4.43e-03    9.7e-05
 684000      2.36e+00      1.53e-03      2.33e-02      1.70e-02    9.6e-05
 686000      3.68e+00      7.85e-04      3.67e-02      8.59e-03    9.6e-05
 688000      4.25e+00      1.32e-03      4.25e-02      5.43e-03    9.5e-05
 690000      1.79e+00      1.96e-03      1.78e-02      7.50e-03    9.4e-05
 692000      1.85e+00      2.21e-03      1.80e-02      1.18e-02    9.4e-05
 694000      1.63e+00      8.85e-04      1.62e-02      8.96e-03    9.3e-05
 696000      6.34e+00      1.73e-03      6.33e-02      1.05e-02    9.3e-05
 698000      6.98e+00      6.02e-03      6.97e-02      1.07e-02    9.2e-05
 700000      4.45e+00      6.32e-04      4.44e-02      1.03e-02    9.1e-05
 702000      3.37e+00      4.44e-03      3.37e-02      8.36e-03    9.1e-05
 704000      2.28e+00      5.32e-04      2.28e-02      2.12e-03    9.0e-05
